winner,loser,white_pieces,black_pieces,moves
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"b1c3, d7d5, h2h4, d5d4, h1h2, d4c3, d2d3, d8d6, h2h3, c3b2, d1d2, b2a1q, h3h2, d6h2, h4h5, e7e5, d2h6, f8b4, h6d2, a1c1"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"f2f3, e7e5, g1h3, d7d5, b2b4, c8h3, c1b2, h3e6, b4b5, b8d7, a2a3, g8f6, h2h3, f6e4, d2d3, d8h4, g2g3, h4g3"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"c2c3, d7d5, e2e4, d5e4, d1h5, g8f6, h5g6, h7g6, e1e2, b8d7, h2h4, d7e5, c3c4, e5d3, a2a4, d8d4, a1a2, c8g4, f2f3, e4f3, e2d1, f3g2, g1e2, d4c4, b2b3, c4c1"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"b2b4, e7e5, g2g4, f8b4, b1c3, d7d5, c3e4, d5e4, f1h3, e4e3, f2f4, d8h4, e1f1, h4f2"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"h2h4, e7e5, h1h3, d7d5, c2c4, c8h3, d2d3, h3e6, c1g5, f8e7, d1a4, e6d7, a2a3, d7a4, g5c1, b8c6, f2f4, e7h4, g2g3, h4g3, e1d2, g3f4, e2e3, d8g5, b2b3, f4e3, d2d1, a4b3, d1e2, c6d4, e2e1, g5g3"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"g2g4, d7d5, f2f4, c8g4, b1a3, e7e6, d2d4, d8h4, e1d2, g8f6, c2c3, f6e4, d2c2, e4f2, c3c4, g4f5, c2b3, f2d1, e2e4, b8c6, c1e3, h4e1, g1f3, c6a5, b3c2, d1e3, c2d3, f5e4"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"g1f3, d7d5, h1g1, c7c5, h2h4, b8c6, g2g4, g7g6, b2b4, f8g7, d2d3, g7a1, g4g5, c5b4, d1d2, e7e5, g1g3, g8e7, c1b2, a1b2, c2c3, b2a1, f3d4, b4c3, d4b3, c3d2, b3d2, e8g8, g3f3, c6d4, e1d1, d8c7, e2e3, c7c2, d1e1, c2c1"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"c2c3, e7e5, g2g4, d7d5, g1f3, e5e4, b2b4, e4f3, d1c2, c8g4, c2b3, f3e2, b4b5, e2f1q, h1f1, d8e7"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"d2d3, d7d5, a2a4, e7e5, c1h6, g8h6, b1d2, g7g6, a1b1, h6g4, h2h3, g4e3, d1c1, e3f1, h3h4, f1d2, b2b3, d2b1, g2g3, b1c3, f2f3, b8c6, a4a5, h7h5, a5a6, b7a6, e1f1, d8f6, e2e3, d5d4, c1b2, c3d1, h1h2, d1b2, c2c3, d4c3, f3f4, b2d1, g1h3, d1e3, f1f2, c3c2, b3b4, c2c1q, h2g2, e3g4, f2e2, c6d4"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"a2a4, e7e5, b2b4, f8b4, b1c3, d7d5, c3d5, d8d5, f2f4, e5f4, e2e3, f4e3, h2h4, d5e5, c2c3, e3d2, e1f2, b4c5, f2f3, e5e3"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"g2g4, d7d5, a2a3, c8g4, h2h4, g8f6, f2f3, g4h5, e2e4, f6e4, f1b5, c7c6, c2c4, c6b5, d2d4, d5c4, c1d2, d8d4, d1c2, d4f2, e1d1, h5f3, g1e2, f2e2, d1c1, f3h1, d2f4, e2f1, c2d1, f1f4, b1d2, b8c6, d1f1, f4d2, c1b1, e4c3, b2c3, h1e4, f1d3, e4d3"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"h2h3, e7e5, g2g3, d7d5, b2b3, b8c6, d2d3, h7h5, b1a3, f8b4, c2c3, b4c3, c1d2, c3a1, a3b1, g8e7, d2a5, c6a5, b1a3, a1c3, d1d2, c3d2, e1d2, c7c5, f2f3, a5c6, f3f4, d8a5, d2e3, a5e1, h3h4, e7f5, e3f3, e1f1"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"c2c3, g8f6, b1a3, e7e5, a3c2, d7d5, c3c4, d5c4, g2g4, f6g4, d2d4, c4d3, a1b1, d3c2, h2h3, c2d1q"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"f2f4, d7d5, a2a4, c8g4, b1c3, e7e6, e2e4, g4d1, g2g3, d1c2, f1d3, c2d3, a1a2, d5e4, g1f3, e4f3, g3g4, d8h4, e1d1, f3f2, h1f1, h4g4, c3e2, g4e2"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"b2b3, e7e5, g1h3, d7d5, e2e3, b8c6, h3f4, e5f4, d1g4, c8g4, a2a3, d8f6, c2c4, f6a1, c4c5, a1b1, h2h3, b1c1"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"g2g3, e7e5, f2f4, e5f4, b1a3, f4g3, f1h3, g3g2, c2c4, d8h4"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"b1c3, d7d5, f2f4, d5d4, h2h3, d4c3, a2a3, e7e5, f4f5, d8h4, g2g3, h4g3"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"b2b3, e7e5, d2d3, b8c6, e2e3, d7d5, d1f3, f7f5, e1d1, g8f6, a2a3, f8c5, f1e2, e8g8, g2g3, d5d4, b3b4, c5b6, d1d2, c8e6, b1c3, d4c3, d2c3, b6d4, e3d4, f6e4, c3b2, d8d4, c2c3, d4c3, b2b1, c6d4, g3g4, c3c2"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"c2c4, e7e5, d1b3, g8f6, b3d3, d7d5, a2a4, e5e4, e2e3, e4d3, a1a3, d5c4, f1e2, d3e2, b2b3, f8a3, b1c3, a3c1, c3d1, d8d2"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"f2f4, d7d5, h2h3, e7e5, f4f5, d8h4, g2g3, h4g3"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"h2h4, d7d5, g1h3, e7e5, f2f4, d8h4, h3f2, h4f4, c2c4, d5d4, b2b4, g8f6, a2a3, f6g4, d1a4, c8d7, a4b5, f4f2, e1d1, d7b5, a3a4, b5c4, d1c2, b8c6, c2b2, f8b4, b1c3, d4c3, d2c3, b4c3, b2a3, f2c5"
Black,White,<AlphaPawn.AlphaPawn object at 0x000002005A863D00>,Stockfish,"b1c3, d7d5, b2b3, e7e5, g2g4, c8g4, a1b1, g8f6, e2e4, g4d1, g1e2, d1c2, c1b2, d5d4, h2h4, d4c3, a2a3, d8d2"
